Province_State,Country_Region,Date,ConfirmedCases,Fatalities,RecoveredCases
Pasco FL,US,03/06/2020,0,0,0
Dallas TX,US,03/06/2020,0,0,0
Tarrant TX,US,03/06/2020,0,0,0
Montgomery TX,US,03/06/2020,0,0,0
Middlesex NJ,US,03/06/2020,0,0,0
Jefferson CO,US,03/06/2020,0,0,0
Multnomah OR,US,03/06/2020,0,0,0
Polk OR,US,03/06/2020,0,0,0
Deschutes OR,US,03/06/2020,0,0,0
McHenry IL,US,03/06/2020,0,0,0
Lake IL,US,03/06/2020,0,0,0
Bucks PA,US,03/06/2020,0,0,0
Hanover VA,US,03/06/2020,0,0,0
Lancaster SC,US,03/06/2020,0,0,0
Sullivan TN,US,03/06/2020,0,0,0
Johnson IN,US,03/06/2020,0,0,0
Howard IN,US,03/06/2020,0,0,0
St. Joseph IN,US,03/06/2020,0,0,0
Knox NE,US,03/06/2020,0,0,0
Stark OH,US,03/06/2020,0,0,0
Anoka MN,US,03/06/2020,0,0,0
Olmsted MN,US,03/06/2020,0,0,0
Summit UT,US,03/06/2020,0,0,0
Fairfield CT,US,03/06/2020,0,0,0
Litchfield CT,US,03/06/2020,0,0,0
Orleans LA,US,03/06/2020,0,0,0
Pennington SD,US,03/06/2020,0,0,0
Beadle SD,US,03/06/2020,0,0,0
Charles Mix SD,US,03/06/2020,0,0,0
Davison SD,US,03/06/2020,0,0,0
Minnehaha SD,US,03/06/2020,0,0,0
Bon Homme SD,US,03/06/2020,0,0,0
Socorro NM,US,03/06/2020,0,0,0
Bernalillo NM,US,03/06/2020,0,0,0
Oakland MI,US,03/06/2020,0,0,0
Wayne MI,US,03/06/2020,0,0,0
New Castle DE,US,03/06/2020,0,0,0
Cuba,Cuba,03/06/2020,0,0,0
Guyana,Guyana,03/06/2020,0,0,0
Australian Capital Territory,Australia,03/06/2020,0,0,0
United Kingdom,United Kingdom,03/06/2020,163,2,8
Kazakhstan,Kazakhstan,03/06/2020,0,0,0
French Polynesia,France,03/06/2020,0,0,0
Manitoba,Canada,03/06/2020,0,0,0
Saskatchewan,Canada,03/06/2020,0,0,0
Ethiopia,Ethiopia,03/06/2020,0,0,0
Sudan,Sudan,03/06/2020,0,0,0
Guinea,Guinea,03/06/2020,0,0,0
Grand Princess,Canada,03/06/2020,0,0,0
Kenya,Kenya,03/06/2020,0,0,0
Antigua and Barbuda,Antigua and Barbuda,03/06/2020,0,0,0
Alabama,US,03/06/2020,0,0,0
Uruguay,Uruguay,03/06/2020,0,0,0
Ghana,Ghana,03/06/2020,0,0,0
Puerto Rico,US,03/06/2020,0,0,0
Namibia,Namibia,03/06/2020,0,0,0
Seychelles,Seychelles,03/06/2020,0,0,0
Trinidad and Tobago,Trinidad and Tobago,03/06/2020,0,0,0
Venezuela,Venezuela,03/06/2020,0,0,0
Eswatini,Eswatini,03/06/2020,0,0,0
Gabon,Gabon,03/06/2020,0,0,0
Guatemala,Guatemala,03/06/2020,0,0,0
Mauritania,Mauritania,03/06/2020,0,0,0
Rwanda,Rwanda,03/06/2020,0,0,0
Saint Lucia,Saint Lucia,03/06/2020,0,0,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,03/06/2020,0,0,0
Suriname,Suriname,03/06/2020,0,0,0
French Guiana,France,03/06/2020,0,0,0
Guam,US,03/06/2020,0,0,0
Kosovo,Kosovo,03/06/2020,0,0,0
Newfoundland and Labrador,Canada,03/06/2020,0,0,0
Prince Edward Island,Canada,03/06/2020,0,0,0
Central African Republic,Central African Republic,03/06/2020,0,0,0
Congo (Brazzaville),Congo (Brazzaville),03/06/2020,0,0,0
Equatorial Guinea,Equatorial Guinea,03/06/2020,0,0,0
Mayotte,France,03/06/2020,0,0,0
Uzbekistan,Uzbekistan,03/06/2020,0,0,0
Netherlands,Netherlands,03/06/2020,128,1,0
Nova Scotia,Canada,03/06/2020,0,0,0
Guadeloupe,France,03/06/2020,0,0,0
Benin,Benin,03/06/2020,0,0,0
Liberia,Liberia,03/06/2020,0,0,0
Curacao,Netherlands,03/06/2020,0,0,0
Somalia,Somalia,03/06/2020,0,0,0
Tanzania,Tanzania,03/06/2020,0,0,0
Virgin Islands,US,03/06/2020,0,0,0
Cayman Islands,United Kingdom,03/06/2020,0,0,0
Reunion,France,03/06/2020,0,0,0
Barbados,Barbados,03/06/2020,0,0,0
Montenegro,Montenegro,03/06/2020,0,0,0
Kyrgyzstan,Kyrgyzstan,03/06/2020,0,0,0
Mauritius,Mauritius,03/06/2020,0,0,0
Aruba,Netherlands,03/06/2020,0,0,0
Zambia,Zambia,03/06/2020,0,0,0
Djibouti,Djibouti,03/06/2020,0,0,0
Gambia The,Gambia The,03/06/2020,0,0,0
Montserrat,United Kingdom,03/06/2020,0,0,0
Bahamas The,Bahamas The,03/06/2020,0,0,0
Greenland,Denmark,03/06/2020,0,0,0
New Caledonia,France,03/06/2020,0,0,0
Bermuda,United Kingdom,03/06/2020,0,0,0
Chad,Chad,03/06/2020,0,0,0
El Salvador,El Salvador,03/06/2020,0,0,0
Fiji,Fiji,03/06/2020,0,0,0
Nicaragua,Nicaragua,03/06/2020,0,0,0
Madagascar,Madagascar,03/06/2020,0,0,0
Haiti,Haiti,03/06/2020,0,0,0
Angola,Angola,03/06/2020,0,0,0
Cabo Verde,Cabo Verde,03/06/2020,0,0,0
Sint Maarten,Netherlands,03/06/2020,0,0,0
Niger,Niger,03/06/2020,0,0,0
Papua New Guinea,Papua New Guinea,03/06/2020,0,0,0
Isle of Man,United Kingdom,03/06/2020,0,0,0
Zimbabwe,Zimbabwe,03/06/2020,0,0,0
Northwest Territories,Canada,03/06/2020,0,0,0
Cape Verde,Cape Verde,03/06/2020,0,0,0
East Timor,East Timor,03/06/2020,0,0,0
Eritrea,Eritrea,03/06/2020,0,0,0
Uganda,Uganda,03/06/2020,0,0,0
Thailand,Thailand,03/07/2020,50,1,31
Japan,Japan,03/07/2020,461,6,76
Singapore,Singapore,03/07/2020,138,0,78
Nepal,Nepal,03/07/2020,1,0,1
Malaysia,Malaysia,03/07/2020,93,0,23
British Columbia,Canada,03/07/2020,21,0,4
New South Wales,Australia,03/07/2020,28,1,4
Victoria,Australia,03/07/2020,11,0,7
Queensland,Australia,03/07/2020,13,0,8
Cambodia,Cambodia,03/07/2020,1,0,1
Sri Lanka,Sri Lanka,03/07/2020,1,0,1
Germany,Germany,03/07/2020,799,0,18
Finland,Finland,03/07/2020,15,0,1
United Arab Emirates,United Arab Emirates,03/07/2020,45,0,7
Philippines,Philippines,03/07/2020,6,1,1
India,India,03/07/2020,34,0,3
Italy,Italy,03/07/2020,5883,233,589
Sweden,Sweden,03/07/2020,161,0,0
Spain,Spain,03/07/2020,500,10,30
South Australia,Australia,03/07/2020,7,0,2
Belgium,Belgium,03/07/2020,169,0,1
Egypt,Egypt,03/07/2020,15,0,1
From Diamond Princess,Australia,03/07/2020,0,0,0
Lebanon,Lebanon,03/07/2020,22,0,1
Iraq,Iraq,03/07/2020,54,4,0
Oman,Oman,03/07/2020,16,0,2
Afghanistan,Afghanistan,03/07/2020,1,0,0
Bahrain,Bahrain,03/07/2020,85,0,4
Kuwait,Kuwait,03/07/2020,61,0,0
Algeria,Algeria,03/07/2020,17,0,0
Croatia,Croatia,03/07/2020,12,0,0
Switzerland,Switzerland,03/07/2020,268,1,3
Austria,Austria,03/07/2020,79,0,0
Israel,Israel,03/07/2020,43,0,2
Pakistan,Pakistan,03/07/2020,6,0,0
Brazil,Brazil,03/07/2020,13,0,0
Georgia,Georgia,03/07/2020,4,0,0
Greece,Greece,03/07/2020,46,0,0
North Macedonia,North Macedonia,03/07/2020,3,0,0
Norway,Norway,03/07/2020,147,0,0
Romania,Romania,03/07/2020,9,0,3
Estonia,Estonia,03/07/2020,10,0,0
San Marino,San Marino,03/07/2020,23,1,0
Belarus,Belarus,03/07/2020,6,0,0
Iceland,Iceland,03/07/2020,50,0,0
Lithuania,Lithuania,03/07/2020,1,0,0
Mexico,Mexico,03/07/2020,6,0,1
New Zealand,New Zealand,03/07/2020,5,0,0
Nigeria,Nigeria,03/07/2020,1,0,0
Western Australia,Australia,03/07/2020,3,1,0
Ireland,Ireland,03/07/2020,18,0,0
Luxembourg,Luxembourg,03/07/2020,2,0,0
Monaco,Monaco,03/07/2020,1,0,0
Qatar,Qatar,03/07/2020,8,0,0
Ecuador,Ecuador,03/07/2020,13,0,0
Azerbaijan,Azerbaijan,03/07/2020,9,0,0
Armenia,Armenia,03/07/2020,1,0,0
Dominican Republic,Dominican Republic,03/07/2020,2,0,0
Indonesia,Indonesia,03/07/2020,4,0,0
Portugal,Portugal,03/07/2020,20,0,0
Andorra,Andorra,03/07/2020,1,0,0
Tasmania,Australia,03/07/2020,1,0,0
Latvia,Latvia,03/07/2020,1,0,0
Morocco,Morocco,03/07/2020,2,0,0
Saudi Arabia,Saudi Arabia,03/07/2020,5,0,0
Senegal,Senegal,03/07/2020,4,0,0
Argentina,Argentina,03/07/2020,8,0,0
Chile,Chile,03/07/2020,4,0,0
Jordan,Jordan,03/07/2020,1,0,0
Ukraine,Ukraine,03/07/2020,1,0,0
Hungary,Hungary,03/07/2020,4,0,0
Northern Territory,Australia,03/07/2020,0,0,0
Liechtenstein,Liechtenstein,03/07/2020,1,0,0
Poland,Poland,03/07/2020,5,0,0
Tunisia,Tunisia,03/07/2020,1,0,0
Bosnia and Herzegovina,Bosnia and Herzegovina,03/07/2020,3,0,0
Slovenia,Slovenia,03/07/2020,7,0,0
South Africa,South Africa,03/07/2020,1,0,0
Bhutan,Bhutan,03/07/2020,1,0,0
Cameroon,Cameroon,03/07/2020,1,0,0
Colombia,Colombia,03/07/2020,1,0,0
Costa Rica,Costa Rica,03/07/2020,1,0,0
Peru,Peru,03/07/2020,1,0,0
Serbia,Serbia,03/07/2020,1,0,0
Slovakia,Slovakia,03/07/2020,1,0,0
Togo,Togo,03/07/2020,1,0,0
Malta,Malta,03/07/2020,3,0,0
Martinique,Martinique,03/07/2020,2,0,0
Bulgaria,Bulgaria,03/07/2020,0,0,0
Maldives,Maldives,03/07/2020,0,0,0
Bangladesh,Bangladesh,03/07/2020,0,0,0
Paraguay,Paraguay,03/07/2020,0,0,0
Ontario,Canada,03/07/2020,28,0,4
Alberta,Canada,03/07/2020,2,0,0
Quebec,Canada,03/07/2020,3,0,0
Albania,Albania,03/07/2020,0,0,0
Cyprus,Cyprus,03/07/2020,0,0,0
Brunei,Brunei,03/07/2020,0,0,0
Washington,US,03/07/2020,0,0,0
New York,US,03/07/2020,0,0,0
California,US,03/07/2020,0,0,0
Massachusetts,US,03/07/2020,0,0,0
Diamond Princess,US,03/07/2020,45,0,0
Grand Princess,US,03/07/2020,21,0,0
Georgia,US,03/07/2020,0,0,0
Colorado,US,03/07/2020,0,0,0
Florida,US,03/07/2020,0,0,0
New Jersey,US,03/07/2020,0,0,0
Oregon,US,03/07/2020,0,0,0
Texas,US,03/07/2020,0,0,0
Illinois,US,03/07/2020,0,0,0
Pennsylvania,US,03/07/2020,0,0,0
Iowa,US,03/07/2020,0,0,0
Maryland,US,03/07/2020,0,0,0
North Carolina,US,03/07/2020,0,0,0
South Carolina,US,03/07/2020,0,0,0
Tennessee,US,03/07/2020,0,0,0
Virginia,US,03/07/2020,0,0,0
Arizona,US,03/07/2020,0,0,0
Indiana,US,03/07/2020,0,0,0
Kentucky,US,03/07/2020,0,0,0
District of Columbia,US,03/07/2020,0,0,0
Nevada,US,03/07/2020,0,0,0
New Hampshire,US,03/07/2020,0,0,0
Minnesota,US,03/07/2020,0,0,0
Nebraska,US,03/07/2020,0,0,0
Ohio,US,03/07/2020,0,0,0
Rhode Island,US,03/07/2020,0,0,0
Wisconsin,US,03/07/2020,0,0,0
Connecticut,US,03/07/2020,0,0,0
Hawaii,US,03/07/2020,0,0,0
Oklahoma,US,03/07/2020,0,0,0
Utah,US,03/07/2020,0,0,0
Burkina Faso,Burkina Faso,03/07/2020,0,0,0
Holy See,Holy See,03/07/2020,1,0,0
Mongolia,Mongolia,03/07/2020,0,0,0
Panama,Panama,03/07/2020,0,0,0
Kansas,US,03/07/2020,0,0,0
Louisiana,US,03/07/2020,0,0,0
Missouri,US,03/07/2020,0,0,0
Vermont,US,03/07/2020,0,0,0
Alaska,US,03/07/2020,0,0,0
Arkansas,US,03/07/2020,0,0,0
Delaware,US,03/07/2020,0,0,0
Idaho,US,03/07/2020,0,0,0
Maine,US,03/07/2020,0,0,0
Michigan,US,03/07/2020,0,0,0
Mississippi,US,03/07/2020,0,0,0
Montana,US,03/07/2020,0,0,0
New Mexico,US,03/07/2020,0,0,0
North Dakota,US,03/07/2020,0,0,0
South Dakota,US,03/07/2020,0,0,0
West Virginia,US,03/07/2020,0,0,0
Wyoming,US,03/07/2020,0,0,0
Hubei,China,03/07/2020,67666,2959,43500
Iran,Iran,03/07/2020,5823,145,1669
Korea South,Korea South,03/07/2020,7041,44,135
France,France,03/07/2020,949,11,12
Guangdong,China,03/07/2020,1352,7,1237
Henan,China,03/07/2020,1272,22,1244
Zhejiang,China,03/07/2020,1215,1,1154
Hunan,China,03/07/2020,1018,4,960
Anhui,China,03/07/2020,990,6,979
Jiangxi,China,03/07/2020,935,1,916
Shandong,China,03/07/2020,758,6,627
Diamond Princess,Cruise Ship,03/07/2020,696,6,40
Jiangsu,China,03/07/2020,631,0,606
Chongqing,China,03/07/2020,576,6,526
Sichuan,China,03/07/2020,539,3,454
Heilongjiang,China,03/07/2020,481,13,403
Denmark,Denmark,03/07/2020,23,0,1
Beijing,China,03/07/2020,426,8,303
Shanghai,China,03/07/2020,342,3,313
Hebei,China,03/07/2020,318,6,307
Fujian,China,03/07/2020,296,1,295
Guangxi,China,03/07/2020,252,2,218
Shaanxi,China,03/07/2020,245,1,226
Yunnan,China,03/07/2020,174,2,170
Hainan,China,03/07/2020,168,6,158
Guizhou,China,03/07/2020,146,2,115
Tianjin,China,03/07/2020,136,3,128
Shanxi,China,03/07/2020,133,0,126
Gansu,China,03/07/2020,120,2,87
Hong Kong,China,03/07/2020,108,2,51
Liaoning,China,03/07/2020,125,1,107
Jilin,China,03/07/2020,93,1,90
Czechia,Czechia,03/07/2020,19,0,0
Xinjiang,China,03/07/2020,76,3,72
Inner Mongolia,China,03/07/2020,75,1,67
Ningxia,China,03/07/2020,75,0,71
Taiwan*,Taiwan*,03/07/2020,45,1,12
Vietnam,Vietnam,03/07/2020,18,0,16
Russia,Russia,03/07/2020,13,0,2
Qinghai,China,03/07/2020,18,0,18
Macau,China,03/07/2020,10,0,10
Moldova,Moldova,03/07/2020,0,0,0
Bolivia,Bolivia,03/07/2020,0,0,0
Faroe Islands,Denmark,03/07/2020,1,0,0
St Martin,France,03/07/2020,0,0,0
Honduras,Honduras,03/07/2020,0,0,0
Channel Islands,United Kingdom,03/07/2020,0,0,0
New Brunswick,Canada,03/07/2020,0,0,0
Tibet,China,03/07/2020,1,0,1
Congo (Kinshasa),Congo (Kinshasa),03/07/2020,0,0,0
Cote d'Ivoire,Cote d'Ivoire,03/07/2020,0,0,0
Saint Barthelemy,France,03/07/2020,3,0,0
Jamaica,Jamaica,03/07/2020,0,0,0
Turkey,Turkey,03/07/2020,0,0,0
Gibraltar,United Kingdom,03/07/2020,1,0,0
Kitsap WA,US,03/07/2020,0,0,0
Solano CA,US,03/07/2020,0,0,0
Santa Cruz CA,US,03/07/2020,0,0,0
Napa CA,US,03/07/2020,0,0,0
Ventura CA,US,03/07/2020,0,0,0
Worcester MA,US,03/07/2020,0,0,0
Gwinnett GA,US,03/07/2020,0,0,0
DeKalb GA,US,03/07/2020,0,0,0
Floyd GA,US,03/07/2020,0,0,0
Fayette GA,US,03/07/2020,0,0,0
Gregg TX,US,03/07/2020,0,0,0
Monmouth NJ,US,03/07/2020,0,0,0
Burlington NJ,US,03/07/2020,0,0,0
Camden NJ,US,03/07/2020,0,0,0
Passaic NJ,US,03/07/2020,0,0,0
Union NJ,US,03/07/2020,0,0,0
Eagle CO,US,03/07/2020,0,0,0
Larimer CO,US,03/07/2020,0,0,0
Arapahoe CO,US,03/07/2020,0,0,0
Gunnison CO,US,03/07/2020,0,0,0
Kane IL,US,03/07/2020,0,0,0
Monroe PA,US,03/07/2020,0,0,0
Philadelphia PA,US,03/07/2020,0,0,0
Norfolk VA,US,03/07/2020,0,0,0
Arlington VA,US,03/07/2020,0,0,0
Spotsylvania VA,US,03/07/2020,0,0,0
Loudoun VA,US,03/07/2020,0,0,0
Prince George's MD,US,03/07/2020,0,0,0
Pottawattamie IA,US,03/07/2020,0,0,0
Camden NC,US,03/07/2020,0,0,0
Pima AZ,US,03/07/2020,0,0,0
Noble IN,US,03/07/2020,0,0,0
Adams IN,US,03/07/2020,0,0,0
Boone IN,US,03/07/2020,0,0,0
Dane WI,US,03/07/2020,0,0,0
Pierce WI,US,03/07/2020,0,0,0
Cuyahoga OH,US,03/07/2020,0,0,0
Weber UT,US,03/07/2020,0,0,0
Bennington County VT,US,03/07/2020,0,0,0
Carver County MN,US,03/07/2020,0,0,0
Charlotte County FL,US,03/07/2020,0,0,0
Cherokee County GA,US,03/07/2020,0,0,0
Collin County TX,US,03/07/2020,0,0,0
Jefferson County KY,US,03/07/2020,0,0,0
Jefferson Parish LA,US,03/07/2020,0,0,0
Shasta County CA,US,03/07/2020,0,0,0
Spartanburg County SC,US,03/07/2020,0,0,0
Harrison County KY,US,03/07/2020,0,0,0
Johnson County IA,US,03/07/2020,0,0,0
Berkshire County MA,US,03/07/2020,0,0,0
Davidson County TN,US,03/07/2020,0,0,0
Douglas County OR,US,03/07/2020,0,0,0
Fresno County CA,US,03/07/2020,0,0,0
Harford County MD,US,03/07/2020,0,0,0
Hendricks County IN,US,03/07/2020,0,0,0
Hudson County NJ,US,03/07/2020,0,0,0
Johnson County KS,US,03/07/2020,0,0,0
Kittitas County WA,US,03/07/2020,0,0,0
Manatee County FL,US,03/07/2020,0,0,0
Marion County OR,US,03/07/2020,0,0,0
Okaloosa County FL,US,03/07/2020,0,0,0
Polk County GA,US,03/07/2020,1,0,0
Riverside County CA,US,03/07/2020,0,0,0
Shelby County TN,US,03/07/2020,0,0,0
St. Louis County MO,US,03/07/2020,0,0,0
Suffolk County NY,US,03/07/2020,0,0,0
Ulster County NY,US,03/07/2020,0,0,0
Volusia County FL,US,03/07/2020,0,0,0
Fairfax County VA,US,03/07/2020,0,0,0
Rockingham County NH,US,03/07/2020,0,0,0
Washington D.C.,US,03/07/2020,0,0,0
Montgomery County PA,US,03/07/2020,0,0,0
Alameda County CA,US,03/07/2020,2,0,0
Broward County FL,US,03/07/2020,2,0,0
Lee County FL,US,03/07/2020,2,0,0
Pinal County AZ,US,03/07/2020,2,0,0
Rockland County NY,US,03/07/2020,2,0,0
Saratoga County NY,US,03/07/2020,2,0,0
Charleston County SC,US,03/07/2020,1,0,0
Clark County WA,US,03/07/2020,1,0,0
Cobb County GA,US,03/07/2020,1,0,0
Davis County UT,US,03/07/2020,1,0,0
El Paso County CO,US,03/07/2020,1,0,0
Honolulu County HI,US,03/07/2020,1,0,0
Jackson County OR ,US,03/07/2020,1,0,0
Jefferson County WA,US,03/07/2020,1,0,0
Kershaw County SC,US,03/07/2020,1,0,0
Klamath County OR,US,03/07/2020,1,0,0
Madera County CA,US,03/07/2020,1,0,0
Pierce County WA,US,03/07/2020,1,0,0
Tulsa County OK,US,03/07/2020,1,0,0
Douglas County CO,US,03/07/2020,3,0,0
Providence County RI,US,03/07/2020,3,0,0
Chatham County NC,US,03/07/2020,1,0,0
Delaware County PA,US,03/07/2020,1,0,0
Douglas County NE,US,03/07/2020,1,0,0
Fayette County KY,US,03/07/2020,1,0,0
Marion County IN,US,03/07/2020,1,0,0
Middlesex County MA,US,03/07/2020,1,0,0
Nassau County NY,US,03/07/2020,4,0,0
Ramsey County MN,US,03/07/2020,1,0,0
Washoe County NV,US,03/07/2020,1,0,0
Wayne County PA,US,03/07/2020,1,0,0
Yolo County CA,US,03/07/2020,1,0,0
Santa Clara County CA,US,03/07/2020,32,0,1
Clark County NV,US,03/07/2020,1,0,0
Fort Bend County TX,US,03/07/2020,3,0,0
Grant County WA,US,03/07/2020,1,0,0
Santa Rosa County FL,US,03/07/2020,1,0,0
Williamson County TN,US,03/07/2020,1,0,0
New York County NY,US,03/07/2020,11,0,0
Montgomery County MD,US,03/07/2020,3,0,0
Suffolk County MA,US,03/07/2020,3,0,1
Denver County CO,US,03/07/2020,2,0,0
Summit County CO,US,03/07/2020,1,0,0
Bergen County NJ,US,03/07/2020,4,0,0
Harris County TX,US,03/07/2020,5,0,0
San Francisco County CA,US,03/07/2020,9,0,0
Contra Costa County CA,US,03/07/2020,3,0,0
Orange County CA,US,03/07/2020,3,0,0
Norfolk County MA,US,03/07/2020,2,0,0
Maricopa County AZ,US,03/07/2020,2,0,1
Wake County NC,US,03/07/2020,1,0,0
Westchester County NY,US,03/07/2020,57,0,0
Grafton County NH,US,03/07/2020,2,0,0
Hillsborough FL,US,03/07/2020,2,0,0
Placer County CA,US,03/07/2020,5,1,0
San Mateo CA,US,03/07/2020,2,0,0
Sonoma County CA,US,03/07/2020,1,0,0
Umatilla OR,US,03/07/2020,1,0,0
Fulton County GA,US,03/07/2020,3,0,0
Washington County OR,US,03/07/2020,3,0,0
Snohomish County WA,US,03/07/2020,27,1,0
Humboldt County CA,US,03/07/2020,1,0,0
Sacramento County CA,US,03/07/2020,2,0,0
San Diego County CA,US,03/07/2020,3,0,1
San Benito CA,US,03/07/2020,2,0,0
Los Angeles CA,US,03/07/2020,14,0,0
King County WA,US,03/07/2020,71,15,1
Cook County IL,US,03/07/2020,6,0,2
Skagit WA,US,03/07/2020,0,0,0
Thurston WA,US,03/07/2020,0,0,0
Island WA,US,03/07/2020,0,0,0
Whatcom WA,US,03/07/2020,0,0,0
Marin CA,US,03/07/2020,0,0,0
Calaveras CA,US,03/07/2020,0,0,0
Stanislaus CA,US,03/07/2020,0,0,0
San Joaquin CA,US,03/07/2020,0,0,0
Essex MA,US,03/07/2020,0,0,0
Charlton GA,US,03/07/2020,0,0,0
Collier FL,US,03/07/2020,0,0,0
Pinellas FL,US,03/07/2020,0,0,0
Alachua FL,US,03/07/2020,0,0,0
Nassau FL,US,03/07/2020,0,0,0
Pasco FL,US,03/07/2020,0,0,0
Dallas TX,US,03/07/2020,0,0,0
Tarrant TX,US,03/07/2020,0,0,0
Montgomery TX,US,03/07/2020,0,0,0
Middlesex NJ,US,03/07/2020,0,0,0
Jefferson CO,US,03/07/2020,0,0,0
Multnomah OR,US,03/07/2020,0,0,0
Polk OR,US,03/07/2020,0,0,0
Deschutes OR,US,03/07/2020,0,0,0
McHenry IL,US,03/07/2020,0,0,0
Lake IL,US,03/07/2020,0,0,0
Bucks PA,US,03/07/2020,0,0,0
Hanover VA,US,03/07/2020,0,0,0
Lancaster SC,US,03/07/2020,0,0,0
Sullivan TN,US,03/07/2020,0,0,0
Johnson IN,US,03/07/2020,0,0,0
Howard IN,US,03/07/2020,0,0,0
St. Joseph IN,US,03/07/2020,0,0,0
Knox NE,US,03/07/2020,0,0,0
Stark OH,US,03/07/2020,0,0,0
Anoka MN,US,03/07/2020,0,0,0
Olmsted MN,US,03/07/2020,0,0,0
Summit UT,US,03/07/2020,0,0,0
Fairfield CT,US,03/07/2020,0,0,0
Litchfield CT,US,03/07/2020,0,0,0
Orleans LA,US,03/07/2020,0,0,0
Pennington SD,US,03/07/2020,0,0,0
Beadle SD,US,03/07/2020,0,0,0
Charles Mix SD,US,03/07/2020,0,0,0
Davison SD,US,03/07/2020,0,0,0
Minnehaha SD,US,03/07/2020,0,0,0
Bon Homme SD,US,03/07/2020,0,0,0
Socorro NM,US,03/07/2020,0,0,0
Bernalillo NM,US,03/07/2020,0,0,0
Oakland MI,US,03/07/2020,0,0,0
Wayne MI,US,03/07/2020,0,0,0
New Castle DE,US,03/07/2020,0,0,0
Cuba,Cuba,03/07/2020,0,0,0
Guyana,Guyana,03/07/2020,0,0,0
Australian Capital Territory,Australia,03/07/2020,0,0,0
United Kingdom,United Kingdom,03/07/2020,206,2,18
Kazakhstan,Kazakhstan,03/07/2020,0,0,0
French Polynesia,France,03/07/2020,0,0,0
Manitoba,Canada,03/07/2020,0,0,0
Saskatchewan,Canada,03/07/2020,0,0,0
Ethiopia,Ethiopia,03/07/2020,0,0,0
Sudan,Sudan,03/07/2020,0,0,0
Guinea,Guinea,03/07/2020,0,0,0
Grand Princess,Canada,03/07/2020,0,0,0
Kenya,Kenya,03/07/2020,0,0,0
Antigua and Barbuda,Antigua and Barbuda,03/07/2020,0,0,0
Alabama,US,03/07/2020,0,0,0
Uruguay,Uruguay,03/07/2020,0,0,0
Ghana,Ghana,03/07/2020,0,0,0
Puerto Rico,US,03/07/2020,0,0,0
Namibia,Namibia,03/07/2020,0,0,0
Seychelles,Seychelles,03/07/2020,0,0,0
Trinidad and Tobago,Trinidad and Tobago,03/07/2020,0,0,0
Venezuela,Venezuela,03/07/2020,0,0,0
Eswatini,Eswatini,03/07/2020,0,0,0
Gabon,Gabon,03/07/2020,0,0,0
Guatemala,Guatemala,03/07/2020,0,0,0
Mauritania,Mauritania,03/07/2020,0,0,0
Rwanda,Rwanda,03/07/2020,0,0,0
Saint Lucia,Saint Lucia,03/07/2020,0,0,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,03/07/2020,0,0,0
Suriname,Suriname,03/07/2020,0,0,0
French Guiana,France,03/07/2020,5,0,0
Guam,US,03/07/2020,0,0,0
Kosovo,Kosovo,03/07/2020,0,0,0
Newfoundland and Labrador,Canada,03/07/2020,0,0,0
Prince Edward Island,Canada,03/07/2020,0,0,0
Central African Republic,Central African Republic,03/07/2020,0,0,0
Congo (Brazzaville),Congo (Brazzaville),03/07/2020,0,0,0
Equatorial Guinea,Equatorial Guinea,03/07/2020,0,0,0
Mayotte,France,03/07/2020,0,0,0
Uzbekistan,Uzbekistan,03/07/2020,0,0,0
Netherlands,Netherlands,03/07/2020,188,1,0
Nova Scotia,Canada,03/07/2020,0,0,0
Guadeloupe,France,03/07/2020,0,0,0
Benin,Benin,03/07/2020,0,0,0
Liberia,Liberia,03/07/2020,0,0,0
Curacao,Netherlands,03/07/2020,0,0,0
Somalia,Somalia,03/07/2020,0,0,0
Tanzania,Tanzania,03/07/2020,0,0,0
Virgin Islands,US,03/07/2020,0,0,0
Cayman Islands,United Kingdom,03/07/2020,0,0,0
Reunion,France,03/07/2020,0,0,0
Barbados,Barbados,03/07/2020,0,0,0
Montenegro,Montenegro,03/07/2020,0,0,0
Kyrgyzstan,Kyrgyzstan,03/07/2020,0,0,0
Mauritius,Mauritius,03/07/2020,0,0,0
Aruba,Netherlands,03/07/2020,0,0,0
Zambia,Zambia,03/07/2020,0,0,0
Djibouti,Djibouti,03/07/2020,0,0,0
Gambia The,Gambia The,03/07/2020,0,0,0
Montserrat,United Kingdom,03/07/2020,0,0,0
Bahamas The,Bahamas The,03/07/2020,0,0,0
Greenland,Denmark,03/07/2020,0,0,0
New Caledonia,France,03/07/2020,0,0,0
Bermuda,United Kingdom,03/07/2020,0,0,0
Chad,Chad,03/07/2020,0,0,0
El Salvador,El Salvador,03/07/2020,0,0,0
Fiji,Fiji,03/07/2020,0,0,0
Nicaragua,Nicaragua,03/07/2020,0,0,0
Madagascar,Madagascar,03/07/2020,0,0,0
Haiti,Haiti,03/07/2020,0,0,0
Angola,Angola,03/07/2020,0,0,0
Cabo Verde,Cabo Verde,03/07/2020,0,0,0
Sint Maarten,Netherlands,03/07/2020,0,0,0
Niger,Niger,03/07/2020,0,0,0
Papua New Guinea,Papua New Guinea,03/07/2020,0,0,0
Isle of Man,United Kingdom,03/07/2020,0,0,0
Zimbabwe,Zimbabwe,03/07/2020,0,0,0
